,Importance Value,Regions,Network Connection,Network Connection2
0,0.0,R_V1 | R_MST,Visual1 | Visual2,
63430,0.0,L_TGd | L_PoI1,Posterior-Mu | Cingulo-Oper,
63431,0.0,L_TGd | L_Ig,Posterior-Mu | Somatomotor,
63432,0.0,L_TGd | L_FOP5,Posterior-Mu | Cingulo-Oper,
63433,0.0,L_TGd | L_p10p,Posterior-Mu | Frontopariet,
63434,0.0,L_TGd | L_p47r,Posterior-Mu | Frontopariet,
63435,0.0,L_TGd | L_TGv,Posterior-Mu | Default,
63436,0.0,L_TGd | L_MBelt,Posterior-Mu | Auditory,
63437,0.0,L_TGd | L_LBelt,Posterior-Mu | Auditory,
63438,0.0,L_TGd | L_A4,Posterior-Mu | Auditory,
63439,0.0,L_TGd | L_STSva,Posterior-Mu | Posterior-Mu,
63440,0.0,L_TGd | L_TE1m,Posterior-Mu | Frontopariet,
63441,0.0,L_TGd | L_PI,Posterior-Mu | Cingulo-Oper,
63442,0.0,L_TGd | L_a32pr,Posterior-Mu | Cingulo-Oper,
63443,0.0,L_TGd | L_p24,Posterior-Mu | Cingulo-Oper,
63444,0.0,L_TE1a | L_TE1p,Posterior-Mu | Frontopariet,
63445,0.0,L_TE1a | L_TE2a,Posterior-Mu | Posterior-Mu,
63446,0.0,L_TE1a | L_TF,Posterior-Mu | Ventral-Mult,
63447,0.0,L_TE1a | L_TE2p,Posterior-Mu | Language,
63448,0.0,L_TE1a | L_PHT,Posterior-Mu | Language,
63449,0.0,L_TE1a | L_PH,Posterior-Mu | Visual2,
63450,0.0,L_TE1a | L_TPOJ1,Posterior-Mu | Default,
63451,0.0,L_TE1a | L_TPOJ2,Posterior-Mu | Dorsal-atten,
63452,0.0,L_TE1a | L_TPOJ3,Posterior-Mu | Dorsal-atten,
63453,0.0,L_TE1a | L_DVT,Posterior-Mu | Visual1,
63454,0.0,L_TE1a | L_PGp,Posterior-Mu | Language,
63455,0.0,L_TE1a | L_IP2,Posterior-Mu | Frontopariet,
63456,0.0,L_TE1a | L_IP1,Posterior-Mu | Frontopariet,
63457,0.0,L_TE1a | L_IP0,Posterior-Mu | Language,
63458,0.0,L_TE1a | L_PFop,Posterior-Mu | Cingulo-Oper,
63459,0.0,L_TE1a | L_PF,Posterior-Mu | Cingulo-Oper,
63460,0.0,L_TE1a | L_PFm,Posterior-Mu | Frontopariet,
63461,0.0,L_TE1a | L_PGi,Posterior-Mu | Posterior-Mu,
63462,0.0,L_TE1a | L_PGs,Posterior-Mu | Posterior-Mu,
63463,0.0,L_TE1a | L_V6A,Posterior-Mu | Visual2,
63464,0.0,L_TE1a | L_VMV1,Posterior-Mu | Visual2,
63465,0.0,L_TE1a | L_VMV3,Posterior-Mu | Visual2,
63466,0.0,L_TE1a | L_PHA2,Posterior-Mu | Posterior-Mu,
63467,0.0,L_TE1a | L_V4t,Posterior-Mu | Visual2,
63468,0.0,L_TE1a | L_FST,Posterior-Mu | Visual2,
63469,0.0,L_TE1a | L_V3CD,Posterior-Mu | Visual2,
63470,0.0,L_TE1a | L_LO3,Posterior-Mu | Visual2,
63471,0.0,L_TE1a | L_VMV2,Posterior-Mu | Visual2,
63472,0.0,L_TE1a | L_31pd,Posterior-Mu | Posterior-Mu,
63473,0.0,L_TE1a | L_31a,Posterior-Mu | Frontopariet,
63474,0.0,L_TE1a | L_VVC,Posterior-Mu | Visual2,
63475,0.0,L_TE1a | L_25,Posterior-Mu | Posterior-Mu,
63476,0.0,L_TE1a | L_s32,Posterior-Mu | Posterior-Mu,
63477,0.0,L_TE1a | L_pOFC,Posterior-Mu | Orbito-Affec,
63478,0.0,L_TE1a | L_PoI1,Posterior-Mu | Cingulo-Oper,
63479,0.0,L_TE1a | L_Ig,Posterior-Mu | Somatomotor,
63480,0.0,L_TE1a | L_FOP5,Posterior-Mu | Cingulo-Oper,
63481,0.0,L_TE1a | L_p10p,Posterior-Mu | Frontopariet,
63482,0.0,L_TE1a | L_p47r,Posterior-Mu | Frontopariet,
63483,0.0,L_TE1a | L_TGv,Posterior-Mu | Default,
63484,0.0,L_TE1a | L_MBelt,Posterior-Mu | Auditory,
63485,0.0,L_TE1a | L_LBelt,Posterior-Mu | Auditory,
63486,0.0,L_TE1a | L_A4,Posterior-Mu | Auditory,
63487,0.0,L_TE1a | L_STSva,Posterior-Mu | Posterior-Mu,
63488,0.0,L_TE1a | L_TE1m,Posterior-Mu | Frontopariet,
63489,0.0,L_TE1a | L_PI,Posterior-Mu | Cingulo-Oper,
63490,0.0,L_TE1a | L_a32pr,Posterior-Mu | Cingulo-Oper,
63491,0.0,L_TE1a | L_p24,Posterior-Mu | Cingulo-Oper,
63492,0.0,L_TE1p | L_TE2a,Frontopariet | Posterior-Mu,
63493,0.0,L_TE1p | L_TF,Frontopariet | Ventral-Mult,
63494,0.0,L_TE1p | L_TE2p,Frontopariet | Language,
63495,0.0,L_TE1p | L_PHT,Frontopariet | Language,
63496,0.0,L_TE1p | L_PH,Frontopariet | Visual2,
63497,0.0,L_TE1p | L_TPOJ1,Frontopariet | Default,
63498,0.0,L_TE1p | L_TPOJ2,Frontopariet | Dorsal-atten,
63499,0.0,L_TE1p | L_TPOJ3,Frontopariet | Dorsal-atten,
63500,0.0,L_TE1p | L_DVT,Frontopariet | Visual1,
63501,0.0,L_TE1p | L_PGp,Frontopariet | Language,
63502,0.0,L_TE1p | L_IP2,Frontopariet | Frontopariet,
63503,0.0,L_TE1p | L_IP1,Frontopariet | Frontopariet,
63504,0.0,L_TE1p | L_IP0,Frontopariet | Language,
63505,0.0,L_TE1p | L_PFop,Frontopariet | Cingulo-Oper,
63506,0.0,L_TE1p | L_PF,Frontopariet | Cingulo-Oper,
63507,0.0,L_TE1p | L_PFm,Frontopariet | Frontopariet,
63508,0.0,L_TE1p | L_PGi,Frontopariet | Posterior-Mu,
63509,0.0,L_TE1p | L_PGs,Frontopariet | Posterior-Mu,
63510,0.0,L_TE1p | L_V6A,Frontopariet | Visual2,
63511,0.0,L_TE1p | L_VMV1,Frontopariet | Visual2,
63512,0.0,L_TE1p | L_VMV3,Frontopariet | Visual2,
63513,0.0,L_TE1p | L_PHA2,Frontopariet | Posterior-Mu,
63514,0.0,L_TE1p | L_V4t,Frontopariet | Visual2,
63515,0.0,L_TE1p | L_FST,Frontopariet | Visual2,
63516,0.0,L_TE1p | L_V3CD,Frontopariet | Visual2,
63517,0.0,L_TE1p | L_LO3,Frontopariet | Visual2,
63518,0.0,L_TE1p | L_VMV2,Frontopariet | Visual2,
63519,0.0,L_TE1p | L_31pd,Frontopariet | Posterior-Mu,
63520,0.0,L_TE1p | L_31a,Frontopariet | Frontopariet,
63521,0.0,L_TE1p | L_VVC,Frontopariet | Visual2,
63522,0.0,L_TE1p | L_25,Frontopariet | Posterior-Mu,
63523,0.0,L_TE1p | L_s32,Frontopariet | Posterior-Mu,
63524,0.0,L_TE1p | L_pOFC,Frontopariet | Orbito-Affec,
63525,0.0,L_TE1p | L_PoI1,Frontopariet | Cingulo-Oper,
63526,0.0,L_TE1p | L_Ig,Frontopariet | Somatomotor,
63527,0.0008421052631578885,L_TE1p | L_FOP5,Frontopariet | Cingulo-Oper,
63528,0.0,L_TE1p | L_p10p,Frontopariet | Frontopariet,
63529,0.0,L_TE1p | L_p47r,Frontopariet | Frontopariet,
63530,0.0,L_TE1p | L_TGv,Frontopariet | Default,
63531,0.0,L_TE1p | L_MBelt,Frontopariet | Auditory,
63532,0.0,L_TE1p | L_LBelt,Frontopariet | Auditory,
63533,0.0,L_TE1p | L_A4,Frontopariet | Auditory,
63534,0.0,L_TE1p | L_STSva,Frontopariet | Posterior-Mu,
63535,0.0,L_TE1p | L_TE1m,Frontopariet | Frontopariet,
63536,0.0,L_TE1p | L_PI,Frontopariet | Cingulo-Oper,
63537,0.0,L_TE1p | L_a32pr,Frontopariet | Cingulo-Oper,
63538,-0.0008421052631578885,L_TE1p | L_p24,Frontopariet | Cingulo-Oper,
63539,0.0,L_TE2a | L_TF,Posterior-Mu | Ventral-Mult,
63540,0.0,L_TE2a | L_TE2p,Posterior-Mu | Language,
63541,0.0,L_TE2a | L_PHT,Posterior-Mu | Language,
63542,0.0,L_TE2a | L_PH,Posterior-Mu | Visual2,
63543,0.0,L_TE2a | L_TPOJ1,Posterior-Mu | Default,
63544,0.0,L_TE2a | L_TPOJ2,Posterior-Mu | Dorsal-atten,
63545,0.0,L_TE2a | L_TPOJ3,Posterior-Mu | Dorsal-atten,
63546,0.0,L_TE2a | L_DVT,Posterior-Mu | Visual1,
63547,0.0,L_TE2a | L_PGp,Posterior-Mu | Language,
63548,0.0,L_TE2a | L_IP2,Posterior-Mu | Frontopariet,
63549,0.0,L_TE2a | L_IP1,Posterior-Mu | Frontopariet,
63550,0.0,L_TE2a | L_IP0,Posterior-Mu | Language,
63551,0.0,L_TE2a | L_PFop,Posterior-Mu | Cingulo-Oper,
63552,0.0,L_TE2a | L_PF,Posterior-Mu | Cingulo-Oper,
63553,0.0,L_TE2a | L_PFm,Posterior-Mu | Frontopariet,
63554,0.0,L_TE2a | L_PGi,Posterior-Mu | Posterior-Mu,
63555,0.0,L_TE2a | L_PGs,Posterior-Mu | Posterior-Mu,
63556,0.0,L_TE2a | L_V6A,Posterior-Mu | Visual2,
63557,0.0,L_TE2a | L_VMV1,Posterior-Mu | Visual2,
63558,0.0,L_TE2a | L_VMV3,Posterior-Mu | Visual2,
63559,0.0,L_TE2a | L_PHA2,Posterior-Mu | Posterior-Mu,
63560,0.0,L_TE2a | L_V4t,Posterior-Mu | Visual2,
63561,0.0,L_TE2a | L_FST,Posterior-Mu | Visual2,
63562,0.0,L_TE2a | L_V3CD,Posterior-Mu | Visual2,
63563,0.0,L_TE2a | L_LO3,Posterior-Mu | Visual2,
63564,0.0,L_TE2a | L_VMV2,Posterior-Mu | Visual2,
63565,0.0,L_TE2a | L_31pd,Posterior-Mu | Posterior-Mu,
63566,0.0,L_TE2a | L_31a,Posterior-Mu | Frontopariet,
63567,0.0,L_TE2a | L_VVC,Posterior-Mu | Visual2,
63568,0.0,L_TE2a | L_25,Posterior-Mu | Posterior-Mu,
63569,0.0,L_TE2a | L_s32,Posterior-Mu | Posterior-Mu,
63570,0.0,L_TE2a | L_pOFC,Posterior-Mu | Orbito-Affec,
63571,0.0,L_TE2a | L_PoI1,Posterior-Mu | Cingulo-Oper,
63572,0.0,L_TE2a | L_Ig,Posterior-Mu | Somatomotor,
63573,0.0,L_TE2a | L_FOP5,Posterior-Mu | Cingulo-Oper,
63574,0.0,L_TE2a | L_p10p,Posterior-Mu | Frontopariet,
63575,0.0,L_TE2a | L_p47r,Posterior-Mu | Frontopariet,
63576,0.0,L_TE2a | L_TGv,Posterior-Mu | Default,
63577,0.0,L_TE2a | L_MBelt,Posterior-Mu | Auditory,
63578,0.0,L_TE2a | L_LBelt,Posterior-Mu | Auditory,
63579,0.0,L_TE2a | L_A4,Posterior-Mu | Auditory,
63580,0.0,L_TE2a | L_STSva,Posterior-Mu | Posterior-Mu,
63581,0.0,L_TE2a | L_TE1m,Posterior-Mu | Frontopariet,
63582,0.0,L_TE2a | L_PI,Posterior-Mu | Cingulo-Oper,
63583,0.0,L_TE2a | L_a32pr,Posterior-Mu | Cingulo-Oper,
63584,0.0,L_TE2a | L_p24,Posterior-Mu | Cingulo-Oper,
63585,0.0,L_TF | L_TE2p,Ventral-Mult | Language,
63586,0.0,L_TF | L_PHT,Ventral-Mult | Language,
63587,0.0,L_TF | L_PH,Ventral-Mult | Visual2,
63588,0.0,L_TF | L_TPOJ1,Ventral-Mult | Default,
63589,0.0,L_TF | L_TPOJ2,Ventral-Mult | Dorsal-atten,
63590,0.0,L_TF | L_TPOJ3,Ventral-Mult | Dorsal-atten,
63591,0.0,L_TF | L_DVT,Ventral-Mult | Visual1,
63592,0.0008421052631578885,L_TF | L_PGp,Ventral-Mult | Language,
63593,0.0,L_TF | L_IP2,Ventral-Mult | Frontopariet,
63594,0.0,L_TF | L_IP1,Ventral-Mult | Frontopariet,
63595,0.00042105263157894425,L_TF | L_IP0,Ventral-Mult | Language,
63596,0.0,L_TF | L_PFop,Ventral-Mult | Cingulo-Oper,
63597,0.0,L_TF | L_PF,Ventral-Mult | Cingulo-Oper,
63598,0.0,L_TF | L_PFm,Ventral-Mult | Frontopariet,
63599,0.0,L_TF | L_PGi,Ventral-Mult | Posterior-Mu,
63600,0.001684210526315777,L_TF | L_PGs,Ventral-Mult | Posterior-Mu,
63601,0.0,L_TF | L_V6A,Ventral-Mult | Visual2,
63602,0.0,L_TF | L_VMV1,Ventral-Mult | Visual2,
63603,0.0,L_TF | L_VMV3,Ventral-Mult | Visual2,
63604,0.0,L_TF | L_PHA2,Ventral-Mult | Posterior-Mu,
63605,0.0,L_TF | L_V4t,Ventral-Mult | Visual2,
63606,0.0,L_TF | L_FST,Ventral-Mult | Visual2,
63607,0.0,L_TF | L_V3CD,Ventral-Mult | Visual2,
63608,0.0,L_TF | L_LO3,Ventral-Mult | Visual2,
63609,0.0,L_TF | L_VMV2,Ventral-Mult | Visual2,
63610,0.0,L_TF | L_31pd,Ventral-Mult | Posterior-Mu,
63611,0.0,L_TF | L_31a,Ventral-Mult | Frontopariet,
63612,0.0,L_TF | L_VVC,Ventral-Mult | Visual2,
63613,0.0,L_TF | L_25,Ventral-Mult | Posterior-Mu,
63614,0.0,L_TF | L_s32,Ventral-Mult | Posterior-Mu,
63615,0.0,L_TF | L_pOFC,Ventral-Mult | Orbito-Affec,
63616,0.0,L_TF | L_PoI1,Ventral-Mult | Cingulo-Oper,
63617,0.0,L_TF | L_Ig,Ventral-Mult | Somatomotor,
63618,0.0,L_TF | L_FOP5,Ventral-Mult | Cingulo-Oper,
63619,0.0,L_TF | L_p10p,Ventral-Mult | Frontopariet,
63620,0.0,L_TF | L_p47r,Ventral-Mult | Frontopariet,
63621,0.0,L_TF | L_TGv,Ventral-Mult | Default,
63622,0.0,L_TF | L_MBelt,Ventral-Mult | Auditory,
63623,0.0,L_TF | L_LBelt,Ventral-Mult | Auditory,
63624,0.0,L_TF | L_A4,Ventral-Mult | Auditory,
63625,0.0,L_TF | L_STSva,Ventral-Mult | Posterior-Mu,
63626,0.0,L_TF | L_TE1m,Ventral-Mult | Frontopariet,
63627,0.0,L_TF | L_PI,Ventral-Mult | Cingulo-Oper,
63628,0.0,L_TF | L_a32pr,Ventral-Mult | Cingulo-Oper,
63629,0.0,L_TF | L_p24,Ventral-Mult | Cingulo-Oper,
63630,0.0,L_TE2p | L_PHT,Language | Language,
63631,0.0,L_TE2p | L_PH,Language | Visual2,
63632,0.0,L_TE2p | L_TPOJ1,Language | Default,
63633,0.0,L_TE2p | L_TPOJ2,Language | Dorsal-atten,
63634,0.0,L_TE2p | L_TPOJ3,Language | Dorsal-atten,
63635,0.0,L_TE2p | L_DVT,Language | Visual1,
63636,0.0,L_TE2p | L_PGp,Language | Language,
63637,0.0,L_TE2p | L_IP2,Language | Frontopariet,
63638,0.0,L_TE2p | L_IP1,Language | Frontopariet,
63639,0.0,L_TE2p | L_IP0,Language | Language,
63640,0.0,L_TE2p | L_PFop,Language | Cingulo-Oper,
63641,0.0,L_TE2p | L_PF,Language | Cingulo-Oper,
63642,0.0,L_TE2p | L_PFm,Language | Frontopariet,
63643,0.0,L_TE2p | L_PGi,Language | Posterior-Mu,
63644,0.0,L_TE2p | L_PGs,Language | Posterior-Mu,
63645,0.0,L_TE2p | L_V6A,Language | Visual2,
63646,0.0,L_TE2p | L_VMV1,Language | Visual2,
63647,0.0,L_TE2p | L_VMV3,Language | Visual2,
63648,0.0,L_TE2p | L_PHA2,Language | Posterior-Mu,
63649,0.0,L_TE2p | L_V4t,Language | Visual2,
63650,0.0,L_TE2p | L_FST,Language | Visual2,
63651,0.0,L_TE2p | L_V3CD,Language | Visual2,
63652,0.0,L_TE2p | L_LO3,Language | Visual2,
63653,0.0,L_TE2p | L_VMV2,Language | Visual2,
63654,0.0,L_TE2p | L_31pd,Language | Posterior-Mu,
63655,0.0,L_TE2p | L_31a,Language | Frontopariet,
63656,0.0,L_TE2p | L_VVC,Language | Visual2,
63657,0.0,L_TE2p | L_25,Language | Posterior-Mu,
63658,0.0,L_TE2p | L_s32,Language | Posterior-Mu,
63659,0.0,L_TE2p | L_pOFC,Language | Orbito-Affec,
63660,0.0,L_TE2p | L_PoI1,Language | Cingulo-Oper,
63661,0.0,L_TE2p | L_Ig,Language | Somatomotor,
63662,0.0,L_TE2p | L_FOP5,Language | Cingulo-Oper,
63663,0.0,L_TE2p | L_p10p,Language | Frontopariet,
63664,0.0,L_TE2p | L_p47r,Language | Frontopariet,
63665,0.0,L_TE2p | L_TGv,Language | Default,
63666,0.0,L_TE2p | L_MBelt,Language | Auditory,
63667,0.0,L_TE2p | L_LBelt,Language | Auditory,
63668,0.0,L_TE2p | L_A4,Language | Auditory,
63669,0.0,L_TE2p | L_STSva,Language | Posterior-Mu,
63670,0.0,L_TE2p | L_TE1m,Language | Frontopariet,
63671,0.0,L_TE2p | L_PI,Language | Cingulo-Oper,
63672,0.0,L_TE2p | L_a32pr,Language | Cingulo-Oper,
63673,0.0,L_TE2p | L_p24,Language | Cingulo-Oper,
63674,0.0,L_PHT | L_PH,Language | Visual2,
63675,0.0,L_PHT | L_TPOJ1,Language | Default,
63676,0.0,L_PHT | L_TPOJ2,Language | Dorsal-atten,
63677,0.0,L_PHT | L_TPOJ3,Language | Dorsal-atten,
63678,0.0,L_PHT | L_DVT,Language | Visual1,
63679,0.0,L_PHT | L_PGp,Language | Language,
63680,0.0,L_PHT | L_IP2,Language | Frontopariet,
63681,0.0,L_PHT | L_IP1,Language | Frontopariet,
63682,0.0,L_PHT | L_IP0,Language | Language,
63683,0.0,L_PHT | L_PFop,Language | Cingulo-Oper,
63684,0.0,L_PHT | L_PF,Language | Cingulo-Oper,
63685,0.0,L_PHT | L_PFm,Language | Frontopariet,
63686,0.0,L_PHT | L_PGi,Language | Posterior-Mu,
63687,0.0,L_PHT | L_PGs,Language | Posterior-Mu,
63688,0.0,L_PHT | L_V6A,Language | Visual2,
63689,0.0,L_PHT | L_VMV1,Language | Visual2,
63690,0.0,L_PHT | L_VMV3,Language | Visual2,
63691,0.0,L_PHT | L_PHA2,Language | Posterior-Mu,
63692,0.0,L_PHT | L_V4t,Language | Visual2,
63693,0.0,L_PHT | L_FST,Language | Visual2,
63694,0.0,L_PHT | L_V3CD,Language | Visual2,
63695,0.0,L_PHT | L_LO3,Language | Visual2,
63696,0.0,L_PHT | L_VMV2,Language | Visual2,
63697,0.0,L_PHT | L_31pd,Language | Posterior-Mu,
63698,0.0,L_PHT | L_31a,Language | Frontopariet,
63699,0.0,L_PHT | L_VVC,Language | Visual2,
63700,0.0,L_PHT | L_25,Language | Posterior-Mu,
63701,0.0,L_PHT | L_s32,Language | Posterior-Mu,
63702,0.0,L_PHT | L_pOFC,Language | Orbito-Affec,
63703,0.0,L_PHT | L_PoI1,Language | Cingulo-Oper,
63704,0.0,L_PHT | L_Ig,Language | Somatomotor,
63705,0.0,L_PHT | L_FOP5,Language | Cingulo-Oper,
63706,0.0,L_PHT | L_p10p,Language | Frontopariet,
63707,0.0,L_PHT | L_p47r,Language | Frontopariet,
63708,0.0,L_PHT | L_TGv,Language | Default,
63709,0.0,L_PHT | L_MBelt,Language | Auditory,
63710,0.0,L_PHT | L_LBelt,Language | Auditory,
63711,0.0,L_PHT | L_A4,Language | Auditory,
63712,0.0,L_PHT | L_STSva,Language | Posterior-Mu,
63713,0.0,L_PHT | L_TE1m,Language | Frontopariet,
63714,0.0,L_PHT | L_PI,Language | Cingulo-Oper,
63715,0.0,L_PHT | L_a32pr,Language | Cingulo-Oper,
63716,0.0,L_PHT | L_p24,Language | Cingulo-Oper,
63717,0.0,L_PH | L_TPOJ1,Visual2 | Default,
63718,0.0,L_PH | L_TPOJ2,Visual2 | Dorsal-atten,
63719,0.0,L_PH | L_TPOJ3,Visual2 | Dorsal-atten,
63720,0.0,L_PH | L_DVT,Visual2 | Visual1,
63721,0.0,L_PH | L_PGp,Visual2 | Language,
63722,0.0,L_PH | L_IP2,Visual2 | Frontopariet,
63723,0.0,L_PH | L_IP1,Visual2 | Frontopariet,
63724,0.0,L_PH | L_IP0,Visual2 | Language,
63725,0.0,L_PH | L_PFop,Visual2 | Cingulo-Oper,
63726,0.0,L_PH | L_PF,Visual2 | Cingulo-Oper,
63727,0.0,L_PH | L_PFm,Visual2 | Frontopariet,
63728,0.0,L_PH | L_PGi,Visual2 | Posterior-Mu,
63729,0.0,L_PH | L_PGs,Visual2 | Posterior-Mu,
63730,0.0,L_PH | L_V6A,Visual2 | Visual2,
63731,0.0,L_PH | L_VMV1,Visual2 | Visual2,
63732,0.0,L_PH | L_VMV3,Visual2 | Visual2,
63733,0.0,L_PH | L_PHA2,Visual2 | Posterior-Mu,
63734,0.0,L_PH | L_V4t,Visual2 | Visual2,
63735,0.0,L_PH | L_FST,Visual2 | Visual2,
63736,0.0,L_PH | L_V3CD,Visual2 | Visual2,
63737,0.0,L_PH | L_LO3,Visual2 | Visual2,
63738,0.0,L_PH | L_VMV2,Visual2 | Visual2,
63739,0.0,L_PH | L_31pd,Visual2 | Posterior-Mu,
63740,0.0,L_PH | L_31a,Visual2 | Frontopariet,
63741,0.0,L_PH | L_VVC,Visual2 | Visual2,
63742,0.0,L_PH | L_25,Visual2 | Posterior-Mu,
63743,0.0,L_PH | L_s32,Visual2 | Posterior-Mu,
63744,0.0,L_PH | L_pOFC,Visual2 | Orbito-Affec,
63745,0.0,L_PH | L_PoI1,Visual2 | Cingulo-Oper,
63746,0.0,L_PH | L_Ig,Visual2 | Somatomotor,
63747,0.0,L_PH | L_FOP5,Visual2 | Cingulo-Oper,
63748,0.0,L_PH | L_p10p,Visual2 | Frontopariet,
63749,0.0,L_PH | L_p47r,Visual2 | Frontopariet,
63750,0.0,L_PH | L_TGv,Visual2 | Default,
63751,0.0,L_PH | L_MBelt,Visual2 | Auditory,
63752,0.0,L_PH | L_LBelt,Visual2 | Auditory,
63753,0.0,L_PH | L_A4,Visual2 | Auditory,
63754,0.0,L_PH | L_STSva,Visual2 | Posterior-Mu,
63755,0.0,L_PH | L_TE1m,Visual2 | Frontopariet,
63756,0.0,L_PH | L_PI,Visual2 | Cingulo-Oper,
63757,0.0,L_PH | L_a32pr,Visual2 | Cingulo-Oper,
63758,0.0,L_PH | L_p24,Visual2 | Cingulo-Oper,
63759,0.0,L_TPOJ1 | L_TPOJ2,Default | Dorsal-atten,
63760,0.0,L_TPOJ1 | L_TPOJ3,Default | Dorsal-atten,
63761,0.0,L_TPOJ1 | L_DVT,Default | Visual1,
63762,0.0,L_TPOJ1 | L_PGp,Default | Language,
63763,0.0,L_TPOJ1 | L_IP2,Default | Frontopariet,
63764,0.0,L_TPOJ1 | L_IP1,Default | Frontopariet,
63765,0.0,L_TPOJ1 | L_IP0,Default | Language,
63766,-0.001684210526315777,L_TPOJ1 | L_PFop,Default | Cingulo-Oper,
63767,0.0,L_TPOJ1 | L_PF,Default | Cingulo-Oper,
63768,0.0,L_TPOJ1 | L_PFm,Default | Frontopariet,
63769,0.0,L_TPOJ1 | L_PGi,Default | Posterior-Mu,
63770,0.0,L_TPOJ1 | L_PGs,Default | Posterior-Mu,
63771,0.0,L_TPOJ1 | L_V6A,Default | Visual2,
63772,0.0,L_TPOJ1 | L_VMV1,Default | Visual2,
63773,0.0,L_TPOJ1 | L_VMV3,Default | Visual2,
63774,0.0,L_TPOJ1 | L_PHA2,Default | Posterior-Mu,
63775,0.0,L_TPOJ1 | L_V4t,Default | Visual2,
63776,0.0,L_TPOJ1 | L_FST,Default | Visual2,
63777,0.0,L_TPOJ1 | L_V3CD,Default | Visual2,
63778,0.0,L_TPOJ1 | L_LO3,Default | Visual2,
63779,0.0,L_TPOJ1 | L_VMV2,Default | Visual2,
63780,0.0,L_TPOJ1 | L_31pd,Default | Posterior-Mu,
63781,0.0,L_TPOJ1 | L_31a,Default | Frontopariet,
63782,0.0,L_TPOJ1 | L_VVC,Default | Visual2,
63783,0.0,L_TPOJ1 | L_25,Default | Posterior-Mu,
63784,0.0,L_TPOJ1 | L_s32,Default | Posterior-Mu,
63785,0.0,L_TPOJ1 | L_pOFC,Default | Orbito-Affec,
63786,0.0,L_TPOJ1 | L_PoI1,Default | Cingulo-Oper,
63787,0.0,L_TPOJ1 | L_Ig,Default | Somatomotor,
63788,0.0,L_TPOJ1 | L_FOP5,Default | Cingulo-Oper,
63789,0.0,L_TPOJ1 | L_p10p,Default | Frontopariet,
63790,0.0,L_TPOJ1 | L_p47r,Default | Frontopariet,
63791,0.0,L_TPOJ1 | L_TGv,Default | Default,
63792,0.0,L_TPOJ1 | L_MBelt,Default | Auditory,
63793,0.0,L_TPOJ1 | L_LBelt,Default | Auditory,
63794,0.0,L_TPOJ1 | L_A4,Default | Auditory,
63795,0.0,L_TPOJ1 | L_STSva,Default | Posterior-Mu,
63796,0.0,L_TPOJ1 | L_TE1m,Default | Frontopariet,
63797,0.0,L_TPOJ1 | L_PI,Default | Cingulo-Oper,
63798,0.0,L_TPOJ1 | L_a32pr,Default | Cingulo-Oper,
63799,0.0,L_TPOJ1 | L_p24,Default | Cingulo-Oper,
63800,0.0,L_TPOJ2 | L_TPOJ3,Dorsal-atten | Dorsal-atten,
63801,0.0,L_TPOJ2 | L_DVT,Dorsal-atten | Visual1,
63802,0.0,L_TPOJ2 | L_PGp,Dorsal-atten | Language,
63803,0.0,L_TPOJ2 | L_IP2,Dorsal-atten | Frontopariet,
63804,0.0,L_TPOJ2 | L_IP1,Dorsal-atten | Frontopariet,
63805,0.0,L_TPOJ2 | L_IP0,Dorsal-atten | Language,
63806,0.0,L_TPOJ2 | L_PFop,Dorsal-atten | Cingulo-Oper,
63807,0.0,L_TPOJ2 | L_PF,Dorsal-atten | Cingulo-Oper,
63808,0.0,L_TPOJ2 | L_PFm,Dorsal-atten | Frontopariet,
63809,0.0,L_TPOJ2 | L_PGi,Dorsal-atten | Posterior-Mu,
63810,0.0,L_TPOJ2 | L_PGs,Dorsal-atten | Posterior-Mu,
63811,0.0,L_TPOJ2 | L_V6A,Dorsal-atten | Visual2,
63812,0.0,L_TPOJ2 | L_VMV1,Dorsal-atten | Visual2,
63813,0.0,L_TPOJ2 | L_VMV3,Dorsal-atten | Visual2,
63814,0.0,L_TPOJ2 | L_PHA2,Dorsal-atten | Posterior-Mu,
63815,0.0,L_TPOJ2 | L_V4t,Dorsal-atten | Visual2,
63816,0.0,L_TPOJ2 | L_FST,Dorsal-atten | Visual2,
63817,0.0,L_TPOJ2 | L_V3CD,Dorsal-atten | Visual2,
63818,0.0,L_TPOJ2 | L_LO3,Dorsal-atten | Visual2,
63819,0.0,L_TPOJ2 | L_VMV2,Dorsal-atten | Visual2,
63820,0.0,L_TPOJ2 | L_31pd,Dorsal-atten | Posterior-Mu,
63821,0.0,L_TPOJ2 | L_31a,Dorsal-atten | Frontopariet,
63822,0.0,L_TPOJ2 | L_VVC,Dorsal-atten | Visual2,
63823,0.0,L_TPOJ2 | L_25,Dorsal-atten | Posterior-Mu,
63824,0.0,L_TPOJ2 | L_s32,Dorsal-atten | Posterior-Mu,
63825,0.0,L_TPOJ2 | L_pOFC,Dorsal-atten | Orbito-Affec,
63826,0.0,L_TPOJ2 | L_PoI1,Dorsal-atten | Cingulo-Oper,
63827,0.0,L_TPOJ2 | L_Ig,Dorsal-atten | Somatomotor,
63828,0.0,L_TPOJ2 | L_FOP5,Dorsal-atten | Cingulo-Oper,
63829,0.0,L_TPOJ2 | L_p10p,Dorsal-atten | Frontopariet,
63830,0.0,L_TPOJ2 | L_p47r,Dorsal-atten | Frontopariet,
